GeneID	SRR11517750	SRR11517751	SRR11517752	SRR11517753	SRR11517754	SRR11517755
653635	4.60234626283891	1.39413204072524	1.23113025962323	0.927646619443648	0.313990799424963	1.71942765900775
102723897	4.71322956224144	1.30349645451538	1.4415740762772	1.03405839017348	1.42962794130546	1.53093017845217
102465432	1.55803119955056	-0.498543523241792	0.68722536212171	0.318395604628084	0.86662632541405	0.602530021748278
100133331	-0.699426322539323	0.0397019789327852	0.415420216251067	1.18026617744476	0.616609761140863	0.748213515117377
79854	-0.699426322539323	1.10311696457682	0.200825670092755	-0.303784020433885	0.134981428917564	1.16631863585077
643837	1.89559379043427	3.47384354396577	3.04371273790974	3.864919281243	3.85238647482958	3.89812585635377
100130417	4.35118803095057	2.08021630235137	2.43001007688122	0.231604464149877	0.134981428917564	-0.195882585610413
148398	7.67782685138989	5.60643899460827	5.57570461008922	3.02914068814083	3.43526905535232	2.6502469343156
26155	7.20284807799366	6.67487483182878	6.38766758950327	6.35857795998035	6.47583545987515	6.46329083931636
339451	4.3234892150838	3.43167051322359	3.41175287013895	2.79193518162297	3.15889991092824	2.59353193365836
84069	3.31188357551866	2.28358610747668	1.78805716915083	2.68166514186894	2.6265059213206	2.85713596624314
84808	3.36719424553588	0.592657635100857	0.68722536212171	0.812756518794295	1.94646020733595	1.16631863585077
57801	4.60234626283891	2.3754419442453	1.96876277421631	3.45018841540732	3.01097773326241	3.00942378874513
9636	4.87462263744599	1.77757960875713	1.34018591236948	6.8793606222356	7.30429484059044	6.77414414121625
375790	7.79339100702998	8.02221797540399	7.81921473834363	8.46632747380676	8.61112659403972	8.38348090419272
105369174	-2.13479186939084	0.0397019789327852	-0.0513620381337613	1.08445872925874	1.8911134271487	1.05869609800992
54991	6.24622683198202	4.18207301043703	3.80326522163023	3.53418325946314	3.69969040777632	3.49558251841858
51150	8.74906838349371	6.90228724007992	6.87492153044135	6.84231144016245	7.14633126753332	7.02707341000541
126792	6.79739026747119	4.65500694901132	4.1711791487884	3.864919281243	3.66711138964997	3.83428739530321
118424	6.38668675402866	4.72652054991979	4.5346173266786	4.71650775613936	4.77370590837412	4.70718798780805
6339	3.82780912019618	1.39413204072524	1.82605446339989	0.927646619443648	0.616609761140863	0.440465789781209
116983	5.9161372642406	4.31561324635508	4.27097530674235	3.30895880805088	3.69969040777632	3.22390197269923
126789	5.66342645749784	3.51481870122828	2.69932035828005	2.43208209050902	2.66000420559856	2.4937520654906
54973	7.65578315678717	5.58735688544443	5.46265798180699	5.06916507124835	5.53473876841811	5.4147679563624
80772	6.48372788707637	4.23207491093923	3.80326522163023	3.37118593591305	3.3557283556509	3.27288518282851
1855	6.10694208538409	5.869929255815	5.70622880358786	6.12271029135918	6.36340578571896	6.25202746557006
54587	1.55803119955056	1.70861312734425	1.05033563864374	0.981833385965201	1.07964784255852	0.0487568359542998
54998	9.17040813495047	6.16522226047732	5.76609295482369	5.53104550051445	5.80185326819749	5.65543071386197
81669	6.24622683198202	6.29438868752311	6.00842713353754	6.02931221890144	6.09301662292467	6.03314852190397
148413	3.70437980756736	3.57417870292802	3.65281756225277	2.88017607281225	3.15889991092824	2.9802251501245
55052	8.03669348513365	5.70710442000593	5.48954291490635	5.39788029427419	5.67241889478515	5.47618865387432
64856	6.43278597166721	4.32716200367698	4.18586539510987	2.96332948086497	2.90320286243769	3.16023736545672
83858	3.78782795889167	0.0397019789327852	0.0802352168071825	0.927646619443648	0.134981428917564	0.440465789781209
55210	7.25510010701393	5.08730113994278	4.68175262998634	4.77138048051179	5.07005457609767	5.10562076173421
29101	8.09724203623345	6.41293499574549	6.25641860321805	6.40021060277122	6.6039955229982	6.41227952125649
643988	5.35684655655501	2.76327342707119	2.81720412317296	1.54666649328358	1.50529921482332	1.64695652737775
142678	5.83017272480059	3.96269362215138	3.82218973733529	3.16415341564664	2.98477937695806	3.45370853900881
984	5.84972350160348	5.10082083706373	4.87991080777541	5.39038741356664	5.44149984169979	5.34489997589579
728661	2.59680427462546	5.21711413444179	5.21669122931053	4.56500511056249	4.68699343900809	4.68473821828823
728642	4.64772727652347	4.34998582157635	4.06396332749216	4.37560678902766	4.64578718196295	4.57671663155066
9906	2.8507597074116	3.1226449970557	3.25344813525204	2.52625226294529	2.55708157283471	2.47294041406768
65220	5.21330020741018	5.17938176943023	5.08185649269227	5.04709677432925	5.17805088626092	4.95992188630355
2782	8.29382114817499	8.15613038825679	8.10218001554274	8.61195766622117	8.65539793975707	8.54673731303851
5590	4.11310339207411	3.5348779717484	3.25344813525204	3.17582316149135	3.08683383387561	3.3202597548457
100506504	0.83201276496244	0.0397019789327852	0.200825670092755	0.6212011670724	0.313990799424963	0.52377238307233
199990	7.29842898319571	4.15640680237656	3.9737504171188	3.68878818437351	3.74721969879881	3.59524013962897
6497	3.36719424553588	5.2046460093253	5.16944159936978	4.5336046234148	4.55966637766819	4.51697385138713
79906	3.52143843020964	2.76327342707119	2.81720412317296	1.95153298493089	2.05116429193317	1.75434224914007
100129534	2.03874083821805	0.870347067339585	1.34018591236948	-0.439633897430385	-0.307657519511648	-0.0683836029008781
